"Coefficient","CpG"
0,"cg14306227"
0,"cg14306812"
0,"cg14309106"
0,"cg14309858"
0,"cg14311946"
0,"cg14315406"
0,"cg14318001"
0,"cg14322287"
0,"cg14328037"
0,"cg14331911"
0,"cg14332483"
0,"cg14333389"
0,"cg14333709"
0,"cg14334315"
0,"cg14334667"
0,"cg14335863"
0,"cg14337931"
0,"cg14338113"
0,"cg14338569"
0,"cg14339272"
0,"cg14341524"
0,"cg14342898"
0,"cg14346040"
0,"cg14347559"
0,"cg14354194"
0,"cg14355611"
0,"cg14360110"
0,"cg14360629"
0,"cg14362508"
0,"cg14363797"
0,"cg14365239"
0,"cg14366285"
0,"cg14367547"
0,"cg14368732"
0,"cg14370345"
0,"cg14372662"
0,"cg14374045"
0,"cg14374207"
0,"cg14375924"
0,"cg14375999"
0,"cg14380289"
0,"cg14381517"
0,"cg14382932"
0,"cg14383179"
0,"cg14384491"
0,"cg14387043"
0,"cg14387950"
0,"cg14390750"
0,"cg14392375"
0,"cg14396426"
0,"cg14397495"
0,"cg14397546"
0,"cg14397701"
0,"cg14398345"
0,"cg14398903"
0,"cg14399158"
0,"cg14399520"
0,"cg14399645"
0,"cg14401402"
0,"cg14403393"
0,"cg14403768"
0,"cg14405497"
0,"cg14405944"
0,"cg14405975"
0,"cg14407961"
0,"cg14411132"
0,"cg14411456"
0,"cg14412072"
0,"cg14415024"
0,"cg14415958"
0,"cg14415978"
0,"cg14419939"
0,"cg14420219"
0,"cg14421309"
0,"cg14424836"
0,"cg14426076"
0,"cg14427009"
0,"cg14427100"
0,"cg14427821"
0,"cg14429861"
0,"cg14435862"
0,"cg14436094"
0,"cg14437289"
0,"cg14440112"
0,"cg14440927"
0,"cg14441435"
0,"cg14443182"
0,"cg14443903"
0,"cg14444596"
0,"cg14450387"
0,"cg14451207"
0,"cg14453487"
0,"cg14454643"
0,"cg14457603"
0,"cg14458317"
0,"cg14458992"
0,"cg14459747"
0,"cg14460924"
0,"cg14461910"
0,"cg14462513"
0,"cg14464354"
0,"cg14464509"
0,"cg14466734"
0,"cg14467637"
0,"cg14467787"
0,"cg14471793"
0,"cg14472711"
0,"cg14475241"
0,"cg14475919"
0,"cg14477590"
0,"cg14478165"
0,"cg14482397"
0,"cg14483235"
0,"cg14484647"
0,"cg14486003"
0,"cg14486049"
0,"cg14486921"
0,"cg14489470"
0,"cg14490761"
0,"cg14490946"
0,"cg14491141"
0,"cg14491323"
0,"cg14491766"
0,"cg14494918"
0,"cg14502342"
0,"cg14502980"
0,"cg14503550"
0,"cg14505098"
0,"cg14507657"
0,"cg14509153"
0,"cg14509271"
0,"cg14512347"
0,"cg14512425"
0,"cg14512779"
0,"cg14517144"
0,"cg14518255"
0,"cg14523376"
0,"cg14528339"
0,"cg14530571"
0,"cg14532282"
0,"cg14533614"
0,"cg14536909"
0,"cg14537141"
0,"cg14537350"
0,"cg14539088"
0,"cg14539532"
0,"cg14540643"
0,"cg14542590"
0,"cg14545043"
0,"cg14548148"
0,"cg14548334"
0,"cg14548925"
0,"cg14549277"
0,"cg14550108"
0,"cg14550267"
0,"cg14550429"
0,"cg14551571"
0,"cg14551953"
0,"cg14555624"
0,"cg14556101"
0,"cg14556391"
0,"cg14560536"
0,"cg14561405"
0,"cg14561952"
0,"cg14562227"
0,"cg14562454"
0,"cg14562573"
0,"cg14563628"
0,"cg14569439"
0,"cg14572301"
0,"cg14573370"
0,"cg14574905"
0,"cg14576207"
0,"cg14577260"
0,"cg14580567"
0,"cg14581879"
0,"cg14587384"
0,"cg14589076"
0,"cg14589467"
0,"cg14590156"
0,"cg14590188"
0,"cg14599908"
0,"cg14600868"
0,"cg14601542"
0,"cg14603406"
0,"cg14603973"
0,"cg14609865"
0,"cg14610189"
0,"cg14612067"
0,"cg14613522"
0,"cg14614737"
0,"cg14617937"
0,"cg14620758"
0,"cg14620780"
0,"cg14620903"
0,"cg14623060"
0,"cg14623239"
0,"cg14625788"
0,"cg14625962"
0,"cg14627595"
0,"cg14627911"
0,"cg14629221"
0,"cg14630728"
0,"cg14631165"
0,"cg14631221"
0,"cg14632140"
0,"cg14633466"
0,"cg14633938"
0,"cg14636726"
0,"cg14636956"
0,"cg14639087"
0,"cg14640670"
0,"cg14641268"
0,"cg14646408"
0,"cg14647057"
0,"cg14648518"
0,"cg14649051"
0,"cg14650619"
0,"cg14650748"
0,"cg14651844"
0,"cg14654506"
0,"cg14654599"
0,"cg14655079"
0,"cg14655297"
0,"cg14660630"
0,"cg14663526"
0,"cg14664922"
0,"cg14666740"
0,"cg14666772"
0,"cg14667075"
0,"cg14667271"
0,"cg14668389"
0,"cg14668921"
0,"cg14672910"
0,"cg14674903"
0,"cg14676280"
0,"cg14677492"
0,"cg14678572"
0,"cg14678895"
0,"cg14678919"
0,"cg14679255"
0,"cg14679263"
0,"cg14682166"
0,"cg14684436"
0,"cg14685498"
0,"cg14686746"
0,"cg14687245"
0,"cg14688252"
0,"cg14689448"
0,"cg14690397"
0,"cg14696586"
0,"cg14700070"
0,"cg14701026"
0,"cg14701342"
0,"cg14702003"
0,"cg14703363"
0,"cg14705099"
0,"cg14705908"
0,"cg14707052"
0,"cg14707997"
0,"cg14712939"
0,"cg14713220"
0,"cg14715438"
0,"cg14715530"
0,"cg14720154"
0,"cg14723263"
0,"cg14725330"
0,"cg14726883"
0,"cg14726968"
0,"cg14727354"
0,"cg14728312"
0,"cg14728698"
0,"cg14728913"
0,"cg14731753"
0,"cg14734033"
0,"cg14735542"
0.0713196062870443,"cg14736210"
0,"cg14737427"
0,"cg14738011"
0,"cg14738500"
0,"cg14741527"
0,"cg14741707"
0,"cg14741939"
0,"cg14742326"
0,"cg14747322"
0,"cg14751398"
0,"cg14752229"
0,"cg14753817"
0,"cg14756077"
0,"cg14758812"
0,"cg14760338"
0,"cg14762104"
0,"cg14764181"
0,"cg14765612"
0,"cg14767971"
0,"cg14773150"
0,"cg14778330"
0,"cg14781244"
0,"cg14781469"
0,"cg14783226"
0,"cg14783231"
0,"cg14783285"
0,"cg14783875"
0,"cg14785049"
0,"cg14788180"
0,"cg14791398"
0,"cg14792108"
0,"cg14792969"
0,"cg14793277"
0,"cg14794633"
0,"cg14795764"
0,"cg14797308"
0,"cg14798466"
0,"cg14799760.1"
0,"cg14799760.2"
0,"cg14800351"
0,"cg14800844"
0,"cg14801026"
0,"cg14801866"
0,"cg14802431"
0,"cg14804833"
0,"cg14807945"
0,"cg14812516"
0,"cg14812570"
0,"cg14812813"
0,"cg14814052"
0,"cg14814195"
0,"cg14815482"
0,"cg14817764"
0,"cg14817774"
0,"cg14818212"
0,"cg14821110"
0,"cg14822418"
0,"cg14823185"
0,"cg14825374"
0,"cg14826942"
0,"cg14829516"
0,"cg14830513"
0,"cg14833518"
0,"cg14834629"
0,"cg14846134"
0,"cg14846463"
0,"cg14847184"
0,"cg14849713"
0,"cg14849852"
0,"cg14852275"
0,"cg14852697"
0,"cg14852737"
0,"cg14852839"
0,"cg14854610"
0,"cg14855956"
0,"cg14856567"
0,"cg14858768"
0,"cg14858873"
0,"cg14859805"
0,"cg14861986"
0,"cg14862177"
0,"cg14867020"
0,"cg14867393"
0,"cg14869215"
0,"cg14870509"
0,"cg14872978"
0,"cg14877464"
0,"cg14877465"
0,"cg14879438"
0,"cg14880272"
0,"cg14880389"
0,"cg14880855"
0,"cg14882356"
0,"cg14882408"
0,"cg14883247"
0,"cg14883717"
0,"cg14883833"
0,"cg14884384"
0,"cg14884696"
0,"cg14884775"
0,"cg14885144"
0,"cg14887057"
0,"cg14887878"
0,"cg14890920"
0,"cg14892771"
0,"cg14894872"
0,"cg14899396"
0,"cg14902107"
0,"cg14903956"
0,"cg14904697"
0,"cg14905969"
0,"cg14907393"
0,"cg14907557"
0,"cg14911328"
0,"cg14911432"
0,"cg14912280"
0,"cg14917766"
0,"cg14918356"
0,"cg14918572"
0,"cg14919009"
0,"cg14919591"
0,"cg14920842"
0,"cg14921004"
0,"cg14922886"
0,"cg14924324"
0,"cg14925722"
0,"cg14927901"
0,"cg14929217"
0,"cg14933452"
0,"cg14935662"
0,"cg14937633"
0,"cg14937700"
0,"cg14940373"
0,"cg14940505"
0,"cg14940779"
0,"cg14941078"
0,"cg14941902"
0,"cg14941905"
0,"cg14944561"
0,"cg14944600"
0,"cg14947020"
0,"cg14947716"
0,"cg14947731"
0,"cg14948918"
0,"cg14953793"
0,"cg14955266"
0,"cg14956865"
0,"cg14958087"
0,"cg14962070"
0,"cg14962578"
0,"cg14963014"
0,"cg14963491"
0,"cg14967435"
0,"cg14969291"
0,"cg14973588"
0,"cg14974683"
0,"cg14977462"
0,"cg14978459"
0,"cg14979152"
0,"cg14980708"
0,"cg14980868"
0,"cg14983365"
0,"cg14984405"
0,"cg14986854"
0,"cg14987294"
0,"cg14988225"
0,"cg14991111"
0,"cg14991183"
0,"cg14991487"
0,"cg14992209"
0,"cg14992439"
0,"cg14992835"
0,"cg14994401"
0,"cg14998177"
0,"cg14999831"
0,"cg15005306"
0,"cg15006148"
0,"cg15007115"
0,"cg15008364"
0,"cg15008665"
0,"cg15009537"
0,"cg15012446"
0,"cg15012573"
0,"cg15012627"
0,"cg15012766"
0,"cg15013603"
0,"cg15022476"
0,"cg15022739"
0,"cg15026078"
0,"cg15027358"
0,"cg15030128"
0,"cg15030317"
0,"cg15031516"
0,"cg15032244"
0,"cg15034063"
0,"cg15035143"
0,"cg15036140"
0,"cg15041810"
0,"cg15043858"
0,"cg15043910"
0,"cg15044168"
0,"cg15045484"
0,"cg15046169"
0,"cg15050504"
0,"cg15051610"
0,"cg15051960"
0,"cg15052029"
0,"cg15052056"
0,"cg15053656"
0,"cg15054687"
0,"cg15054697"
0,"cg15055182"
0,"cg15055738"
0,"cg15059951"
0,"cg15059991"
0,"cg15060115"
0,"cg15060270"
0,"cg15061481"
0,"cg15061730"
0,"cg15062055"
0,"cg15062281"
0,"cg15063099"
0,"cg15072557"
0,"cg15073168"
0,"cg15075184"
0,"cg15084504"
0,"cg15089373"
0,"cg15091323"
0,"cg15099692"
0,"cg15100168"
0,"cg15102419"
0,"cg15103858"
0,"cg15107372"
0,"cg15109083"
0,"cg15109221"
0,"cg15112775"
0,"cg15112783"
0,"cg15114762"
0,"cg15117996"
0,"cg15119729"
0,"cg15122264"
0,"cg15126562"
0,"cg15129042"
0,"cg15129083"
0,"cg15131439"
0,"cg15131523"
0,"cg15133623"
0,"cg15136704"
0,"cg15143618"
0,"cg15144104"
0,"cg15146514"
0,"cg15146917"
0,"cg15147429"
0,"cg15147458"
0,"cg15149363"
0,"cg15152195"
0,"cg15154755"
0,"cg15156881"
0,"cg15157840"
0,"cg15157953"
0,"cg15158016"
0,"cg15158437"
0,"cg15158588"
0,"cg15159458"
0,"cg15162620"
0,"cg15166827"
0,"cg15167520"
0,"cg15168457"
0,"cg15170039"
0,"cg15170459"
0,"cg15171944"
0,"cg15173558"
0,"cg15176693"
0,"cg15180682"
0,"cg15181287"
0,"cg15181799"
0,"cg15183682"
0,"cg15185840"
0,"cg15186385"
0,"cg15188056"
0,"cg15189773"
0,"cg15189866"
0,"cg15195246"
0,"cg15195312"
0,"cg15195766"
0,"cg15197222"
0,"cg15201218"
0,"cg15201333"
0,"cg15205726"
0,"cg15208491"
0,"cg15211731"
0,"cg15215577"
0,"cg15215714"
0,"cg15217416"
0,"cg15218687"
0,"cg15218912"
0,"cg15219830"
0,"cg15221004"
0,"cg15221079"
0,"cg15222697"
0,"cg15224488"
0,"cg15224507"
0,"cg15224658"
0,"cg15228986"
0,"cg15229748"
0,"cg15229894"
0,"cg15233711"
0,"cg15234261"
0,"cg15237024"
0,"cg15237862"
0,"cg15238085"
0,"cg15241261"
0,"cg15241817"
0,"cg15242494"
0,"cg15243041"
0,"cg15243353"
0,"cg15245927"
0,"cg15246718"
0,"cg15248086"
0,"cg15252495"
0,"cg15253243"
0,"cg15255894"
0,"cg15257945"
0,"cg15258250"
0,"cg15258337"
0,"cg15262576"
0,"cg15264681"
0,"cg15264989"
0,"cg15265788"
0,"cg15269502"
0,"cg15270823"
0,"cg15273822"
0,"cg15274505"
0,"cg15279186"
0,"cg15279950"
0,"cg15281901"
0,"cg15283949"
0,"cg15286080"
0,"cg15288049"
0,"cg15292635"
0,"cg15294367"
0,"cg15296094"
0,"cg15298164"
0,"cg15298624"
0,"cg15298634"
0,"cg15302547"
0,"cg15303324"
0,"cg15304357"
0,"cg15306097"
0,"cg15312458"
0,"cg15314236"
0,"cg15317449"
0,"cg15320886"
0,"cg15322352"
0,"cg15323015"
0,"cg15323371"
0,"cg15327921"
0,"cg15328594"
0,"cg15330117"
0,"cg15330270"
0.0511493047524581,"cg15331238"
0,"cg15332281"
0,"cg15332580"
0,"cg15332970"
0,"cg15333906"
0,"cg15334728"
0,"cg15336560"
0,"cg15338129"
0,"cg15338812"
0,"cg15340018"
0,"cg15343536"
0,"cg15343900"
0,"cg15344031"
0,"cg15344988"
0,"cg15345525"
0,"cg15346644"
0,"cg15347824"
0,"cg15352172"
0,"cg15352321"
0,"cg15353421"
0,"cg15353626"
0,"cg15353998"
0,"cg15358663"
0,"cg15359021"
0,"cg15359095"
0,"cg15359143"
0,"cg15366562"
0,"cg15368050"
0,"cg15369693"
0,"cg15372488"
0,"cg15373360"
0,"cg15373911"
0,"cg15376789"
0,"cg15383435"
0,"cg15383487"
0,"cg15385409"
0,"cg15385778"
0,"cg15391182"
0,"cg15395168"
0,"cg15396498"
0,"cg15397234"
0,"cg15400000"
0,"cg15403305"
0,"cg15403466"
0,"cg15405662"
0,"cg15406797"
0,"cg15408048"
0,"cg15408129"
0,"cg15408728"
0,"cg15411708"
0,"cg15411810"
0,"cg15411900"
0,"cg15412281"
0,"cg15416058"
0,"cg15416233"
0,"cg15417124"
0,"cg15419333"
0,"cg15419564"
0,"cg15425194"
0,"cg15425233"
0,"cg15426047"
0,"cg15426572"
0,"cg15426639"
0,"cg15431157"
0,"cg15433157"
0,"cg15436482"
0,"cg15436708"
0,"cg15436852"
0,"cg15437154"
0,"cg15437942"
0,"cg15442907"
0,"cg15443205"
0,"cg15444277"
0,"cg15444788"
0,"cg15444935"
0,"cg15445008"
0,"cg15446343"
0,"cg15446958"
0,"cg15447133"
0,"cg15447184"
0,"cg15447614"
0,"cg15451672"
0,"cg15451835"
0,"cg15456045"
0,"cg15462232"
0,"cg15462582"
0,"cg15463769"
0,"cg15463975"
0,"cg15471499"
0,"cg15471501"
0,"cg15474809"
0,"cg15474859"
0,"cg15476202"
0,"cg15477904"
0,"cg15478432"
0,"cg15479464"
0,"cg15479466"
0,"cg15486794"
0,"cg15495083"
0,"cg15498790"
0,"cg15498889"
0,"cg15503346"
0,"cg15504185"
0,"cg15505103"
0,"cg15508321"
0,"cg15511156"
0,"cg15511420"
0,"cg15512297"
0,"cg15512887"
0,"cg15513476"
0,"cg15513826"
0,"cg15514262"
0,"cg15515803"
0.139383280837315,"cg15516023"
0,"cg15516833"
0,"cg15519745"
0,"cg15520576"
0,"cg15521201"
0,"cg15522892"
0,"cg15529327"
0,"cg15533252"
0,"cg15534660"
0,"cg15535321"
0,"cg15536715"
0,"cg15537691"
0,"cg15539292"
0,"cg15541477"
0,"cg15542784"
0,"cg15543995"
0,"cg15544311"
0,"cg15545854"
0,"cg15546160"
0,"cg15547395"
0,"cg15547854"
0,"cg15548222"
0,"cg15548893"
0,"cg15552122"
0,"cg15555425"
0,"cg15558507"
0,"cg15560305"
0,"cg15561172"
0,"cg15562075"
0,"cg15564505"
0,"cg15566044"
0,"cg15566115"
0,"cg15568207"
0,"cg15568214"
0,"cg15569619"
0,"cg15572610"
0,"cg15574290"
0,"cg15576772"
0,"cg15577298"
0,"cg15578558"
0,"cg15578835"
0,"cg15578982"
0,"cg15581312"
0,"cg15581393"
0,"cg15581954"
0,"cg15585036"
0,"cg15585576"
0,"cg15587557"
0,"cg15587600"
0,"cg15587737"
0,"cg15592596"
0.0911184097780249,"cg15597107"
0,"cg15597792"
0,"cg15598853"
0,"cg15600328"
0,"cg15600660"
0,"cg15601638"
0,"cg15602590"
0,"cg15608939"
0,"cg15610892"
0,"cg15611903"
0,"cg15613269"
0,"cg15613756"
0,"cg15614766"
0,"cg15621627"
0,"cg15622040"
0,"cg15627386"
0,"cg15628325"
0,"cg15628967"
0,"cg15631690"
0,"cg15632198"
0,"cg15633471"
0,"cg15634098"
0,"cg15637759"
0,"cg15639204"
0,"cg15639581"
0,"cg15642312"
0,"cg15644076"
0,"cg15647529"
0,"cg15647667"
0,"cg15648389"
0,"cg15649265"
0,"cg15651067"
0,"cg15652120"
0,"cg15658846"
0,"cg15659710"
0,"cg15659936"
0,"cg15664975"
0,"cg15666136"
0,"cg15667675"
0,"cg15668213"
0,"cg15674058"
0,"cg15674081"
0,"cg15674718"
0,"cg15675612"
0,"cg15675960"
0,"cg15677623"
0,"cg15677754"
0,"cg15679186"
0,"cg15679520"
0,"cg15680153"
0,"cg15682828"
0,"cg15684287"
0,"cg15685296"
0,"cg15689830"
0,"cg15690175"
0,"cg15693507"
0,"cg15693636"
0,"cg15693666"
0,"cg15696551"
0,"cg15697185"
0,"cg15697832"
0,"cg15698781"
0,"cg15700006"
0,"cg15700171"
0,"cg15701281"
0,"cg15701287"
0,"cg15701937"
0,"cg15702079"
0,"cg15702218"
0,"cg15702573"
0,"cg15708887"
0,"cg15709925"
0,"cg15711227"
0,"cg15712135"
0,"cg15712548"
0,"cg15713129"
0,"cg15713442"
0,"cg15715091"
0.489754475234296,"cg15719056"
0,"cg15720084"
0,"cg15720698"
0,"cg15723222"
0,"cg15723635"
0,"cg15724758"
0,"cg15725174"
0,"cg15726426"
0,"cg15735049"
0,"cg15735715"
0,"cg15735984"
0,"cg15740979"
0,"cg15741341"
0,"cg15746205"
0,"cg15746488"
0,"cg15747130"
0,"cg15748883"
0,"cg15751165"
0,"cg15751632"
0,"cg15753313"
0,"cg15755108"
0,"cg15755112"
0,"cg15761219"
0,"cg15762063"
0,"cg15764062"
0,"cg15764632"
0,"cg15766096"
0,"cg15769970"
0,"cg15771070"
0,"cg15772669"
0,"cg15776582"
0,"cg15777606"
0,"cg15779913"
0,"cg15781723"
0,"cg15783852"
0,"cg15785552"
0,"cg15787223"
0,"cg15790768"
0,"cg15792779"
0,"cg15794482"
0,"cg15794906"
0,"cg15795724"
0,"cg15797635"
0,"cg15797720"
0,"cg15798599"
0,"cg15800651"
0,"cg15801573"
0,"cg15801833"
0,"cg15803043"
0,"cg15808500"
0,"cg15809488"
0,"cg15810551"
0,"cg15810562"
0,"cg15813117"
0,"cg15813523"
0,"cg15819642"
0,"cg15823859"
0,"cg15825361"
0,"cg15825447"
0,"cg15828158"
0,"cg15829742"
0,"cg15833233"
0,"cg15834661"
0,"cg15835565"
0,"cg15836647"
0,"cg15838326"
0,"cg15838663"
0,"cg15839373"
0,"cg15840551"
0,"cg15841222"
0,"cg15842144"
0,"cg15843066"
0,"cg15843929"
0,"cg15844104"
0,"cg15844207"
0,"cg15845242"
0,"cg15846956"
0,"cg15848840"
0,"cg15851301"
0,"cg15852222"
0,"cg15852492"
0,"cg15852963"
0,"cg15855274"
0,"cg15855923"
0,"cg15856582"
0,"cg15863527"
0,"cg15864920"
0,"cg15866649"
0,"cg15866851"
0,"cg15867942"
0,"cg15868957"
0,"cg15872386"
0,"cg15874422"
0,"cg15877740"
0,"cg15880053"
0,"cg15881760"
0,"cg15883101"
0,"cg15885222"
0,"cg15886974"
0,"cg15889617"
0,"cg15891449"
0,"cg15894722"
0,"cg15897624"
0,"cg15897896"
0,"cg15899178"
0,"cg15903069"
0,"cg15905834"
0,"cg15906007.2"
0,"cg15909889"
0,"cg15911330"
-0.341126736686844,"cg15912797"
0,"cg15912923"
0,"cg15913680"
0,"cg15915056"
0,"cg15915304"
0,"cg15915945"
0,"cg15917184"
0,"cg15917885"
0,"cg15918741"
0,"cg15923262"
0,"cg15924973"
0,"cg15927675"
0,"cg15928284"
0,"cg15931265"
0,"cg15932297"
0,"cg15935759"
0,"cg15938865"
0,"cg15939697"
0,"cg15943628"
0,"cg15944174"
0,"cg15944967"
0,"cg15952296"
0,"cg15952588"
0,"cg15954878"
0,"cg15955271"
0,"cg15955330"
0,"cg15956344"
0,"cg15957055"
0,"cg15958715"
0,"cg15958792"
0,"cg15961679"
0,"cg15962733"
0,"cg15967225"
0,"cg15969104"
0,"cg15973496"
0,"cg15974875"
0,"cg15976440"
0,"cg15977208"
0,"cg15981030"
0,"cg15982700"
0,"cg15983398"
0,"cg15985470"
0,"cg15985773"
0,"cg15986005"
0,"cg15987146"
0,"cg15988120"
0,"cg15996281"
0,"cg16003884"
0,"cg16004720"
0,"cg16004878"
0,"cg16005451"
0,"cg16006022"
0,"cg16007161"
0,"cg16007694"
0,"cg16008721"
0,"cg16010785"
0,"cg16010809"
0,"cg16011371"
0,"cg16018837"
0,"cg16019406"
0,"cg16022461"
0,"cg16023341"
0,"cg16024200"
0,"cg16024222"
0,"cg16026813"
0,"cg16028961"
0,"cg16029938"
0,"cg16030437"
0,"cg16030772"
0,"cg16034392"
0,"cg16034794"
0,"cg16039507"
0,"cg16043309"
0,"cg16044855"
0,"cg16045489"
0,"cg16046465"
0,"cg16047215"
0,"cg16052363"
0,"cg16062897"
0,"cg16064114"
0,"cg16064137"
0,"cg16065650"
0,"cg16065693"
0,"cg16066002"
0,"cg16070582"
0,"cg16071226"
0,"cg16072358"
0,"cg16073238"
0,"cg16076776"
0.0403311380349249,"cg16078678"
0,"cg16079649"
0,"cg16080654"
0,"cg16083580"
0,"cg16085776"
0,"cg16089221"
0,"cg16091716"
0,"cg16095149"
0,"cg16097144"
0,"cg16097493"
0,"cg16097670"
0,"cg16100840"
0,"cg16101094"
0,"cg16101912"
0,"cg16102371"
0,"cg16103501"
0,"cg16104428"
0,"cg16105536"
0,"cg16106100"
0,"cg16108895"
0,"cg16109596"
0,"cg16111425"
0,"cg16111936"
0,"cg16112044"
0,"cg16113298"
0,"cg16114007"
0,"cg16114085"
0,"cg16117415"
0,"cg16118197"
0,"cg16120895"
0,"cg16121787"
0,"cg16122796"
0,"cg16124154"
0,"cg16124830"
0,"cg16125623"
0,"cg16126692"
0,"cg16134607"
0,"cg16136769"
0,"cg16139529"
0,"cg16139770"
0,"cg16139811"
0,"cg16143691"
0,"cg16144055"
0,"cg16145518"
0,"cg16146904"
0,"cg16146971"
0,"cg16149925"
0,"cg16157434"
0,"cg16157644"
0,"cg16158316"
0,"cg16158544"
0,"cg16159568"
0,"cg16160295"
0,"cg16160648"
0,"cg16161791"
0,"cg16163981"
0,"cg16165290"
0,"cg16166604"
0,"cg16170567"
0,"cg16170739"
0,"cg16171324"
0,"cg16173729"
0,"cg16175906"
0,"cg16177352"
0,"cg16177888"
0,"cg16180437"
0,"cg16181261"
0,"cg16181889"
0,"cg16184138"
0,"cg16184314"
0,"cg16184345"
0,"cg16184456"
0,"cg16184756"
0,"cg16184782"
0,"cg16188043"
0,"cg16192475"
0,"cg16193928"
0,"cg16197696"
0,"cg16198067"
0,"cg16201028"
0,"cg16201546"
0,"cg16202561"
0,"cg16203357"
0,"cg16206693"
0,"cg16208240"
0,"cg16208700"
0,"cg16208774"
0,"cg16214654"
0,"cg16218522"
0,"cg16219777"
0,"cg16227001"
0,"cg16232229"
0,"cg16232431"
0,"cg16232794"
0,"cg16235582"
0,"cg16237236"
0,"cg16238815"
0,"cg16238837"
0,"cg16241714"
0,"cg16242270"
0,"cg16242634"
0,"cg16248254"
0,"cg16251227"
0,"cg16251253"
0,"cg16253259"
0,"cg16255164"
0,"cg16258309"
0,"cg16259153"
0,"cg16261691"
0,"cg16263101"
0,"cg16264705"
0,"cg16266820"
0,"cg16267458"
0,"cg16269759"
0,"cg16269798"
0,"cg16271487"
0,"cg16272260"
0,"cg16272567"
0,"cg16273788"
0,"cg16274762"
0,"cg16276649"
0,"cg16280875"
0,"cg16282799"
0,"cg16285031"
0,"cg16285232"
0,"cg16286993"
0,"cg16287710"
0,"cg16288777"
0,"cg16292832"
0,"cg16293952"
0,"cg16295770"
0,"cg16297620"
0,"cg16299574"
0,"cg16300531"
0,"cg16302110"
0,"cg16307850"
0,"cg16309013"
0,"cg16313026"
0,"cg16314035"
0,"cg16314644"
0,"cg16316158"
0,"cg16316345"
0,"cg16317038"
0,"cg16317742"
0,"cg16321025"
0,"cg16322258"
0,"cg16322964"
0,"cg16322968"
0,"cg16323231"
0,"cg16323498"
0,"cg16323590"
0,"cg16328301"
0,"cg16328413"
0,"cg16331496"
0,"cg16332226"
0,"cg16333451"
0,"cg16337006"
0,"cg16342115"
0,"cg16350825"
0,"cg16351469"
0,"cg16351879"
0,"cg16355947"
0,"cg16356803"
0,"cg16357953"
0,"cg16359550"
0,"cg16364414"
0,"cg16365057"
0,"cg16366505"
0,"cg16372141"
0,"cg16376499"
0,"cg16377657"
0,"cg16378867"
0,"cg16382030"
0,"cg16384076"
0,"cg16388536"
0,"cg16390009"
0,"cg16390723"
0,"cg16390944"
0,"cg16391501"
0,"cg16396480"
0,"cg16396481"
0,"cg16400495"
0,"cg16401170"
0,"cg16403027"
0,"cg16404365"
0,"cg16405519"
0,"cg16410241"
0,"cg16413495"
0,"cg16413715"
0,"cg16414169"
0,"cg16416009"
0,"cg16420308"
0,"cg16421820"
0,"cg16423684"
0,"cg16425031"
0,"cg16425297"
0,"cg16425858"
0,"cg16426648"
0,"cg16427848"
0,"cg16433344"
0,"cg16434122"
0,"cg16434636"
0,"cg16434657"
0,"cg16435982"
0,"cg16437032"
0,"cg16437066"
0,"cg16438269"
0,"cg16438448"
0,"cg16442395"
0,"cg16442610"
0,"cg16446343"
0,"cg16446865"
0,"cg16447012"
0,"cg16449458"
0,"cg16450419"
0,"cg16451976"
0,"cg16452780"
0,"cg16455791"
0,"cg16456408"
0,"cg16456627"
0,"cg16468500"
0,"cg16468976"
0,"cg16471373"
0,"cg16473444"
0,"cg16474533"
0,"cg16475116"
0,"cg16475558"
0,"cg16475673"
0,"cg16481126"
0,"cg16482260"
0,"cg16483121"
0,"cg16484095"
0,"cg16484178"
0,"cg16485615"
0,"cg16485709"
0,"cg16489363"
0,"cg16490700"
0,"cg16496042"
0,"cg16498914"
0,"cg16499073"
0,"cg16504105"
0,"cg16504667"
0,"cg16506938"
0,"cg16512330"
0,"cg16513467"
0,"cg16517134"
0,"cg16518772"
0,"cg16518996"
0,"cg16524605"
0,"cg16524762"
0,"cg16524928"
0,"cg16525542"
0,"cg16526195"
0,"cg16526227"
0,"cg16526667"
0,"cg16528216"
0,"cg16531937"
0,"cg16534861"
0,"cg16540281"
0,"cg16541327"
0,"cg16542942"
0,"cg16545804"
0,"cg16547543"
0,"cg16553145"
0,"cg16554811"
0,"cg16555117"
0,"cg16556254"
0,"cg16557106"
0,"cg16559240"
0,"cg16561874"
0,"cg16565046"
0,"cg16566272"
0,"cg16566466"
0,"cg16571209"
0,"cg16571746"
0,"cg16572844"
0,"cg16573214"
0,"cg16573309"
0,"cg16573364"
0,"cg16573829"
0,"cg16574861"
0,"cg16575904"
0,"cg16576961"
0,"cg16578808"
0,"cg16581950"
0,"cg16588616"
0,"cg16589235"
0,"cg16590183"
0,"cg16590288"
0,"cg16591739"
0,"cg16592893"
0,"cg16593370"
0,"cg16594733"
0,"cg16595050"
0,"cg16595936"
0,"cg16596397"
0,"cg16597172"
0,"cg16597409"
0,"cg16597508"
0,"cg16602490"
0,"cg16602661"
0,"cg16602826"
0,"cg16603464"
0,"cg16604235"
0,"cg16604910"
0,"cg16605861"
0,"cg16610439"
0,"cg16611537"
0,"cg16612602"
0,"cg16616747"
0,"cg16616888"
0,"cg16619085"
0,"cg16619260"
0,"cg16620594"
0,"cg16624060"
0,"cg16624401"
